"Name","title","gender_id","birth_year","death_year","data_source_id","notes"
Henri Milne-Edwards,Prof.,1,1800,1885,1,Paris
W R Milner,NA,1,NA,1868,1,Wakefield
x Milton,Rt. Hon. Viscount,1,1839,1877,1,"2 Carlton House Terrace... 17 Grosvenor St4 Grosvenor Square, WC [1864]34 Curzon Street and 19 Grosvenor Square [1867]17 Grosvenor Street [1869]"
B G Miraglia,Dr Cav.,1,1814,1885,1,Aversa near Naples
J B Mirrlees,NA,1,NA,NA,1,"Sauchiehall, Glasgow"
Albert Mitchell,NA,1,NA,NA,1,"Elmstead Kent [1869] [The Woodlands, Chislehurst]44 Cannon Street, EC [1872]"
Alexander (1) Mitchell,NA,1,1831,1873,1,"6 Gt Stanhope Street Mayfair [1862] andCarolside Berwickshire [1867][both in 1858, 1869, 1872]"
Arthur Mitchell,NA,1,1826,1909,1,"Laverock Bank, Trinity, Edinburgh"
William Henry Mitchell,NA,1,NA,NA,1,"69 South Audley Street & Hampstead [1864]Junior Carlton Club... and Hampstead, NW [1865][no address in 1866]"
William Stephen Mitchell,NA,1,NA,NA,1,"Gonville and Caius College, Cambridge... New University Club, S. James's Street... and S. George's Lodge, Bath In A31/2/2 Gonville and Caius College, Cambridge crossed out... New University Club stands... S. George's Lodge, Bath and 1 Savile row crossed out"
Rajendralala Mitra,Babu,1,1823,1891,1,"CalcuttaManiktolah, Calcutta [1888]"
St George J Mivart,NA,1,NA,NA,1,"c/o Royal Institution, Albemarle Street, and 7 North Bank, Regent's Park, NW"
C  Poorooshottum Modeliar,NA,1,NA,NA,1,"33 Western Villas, Bloomfield Road, Paddington"
Robert G Moger,NA,1,NA,NA,1,Highgate
Matthew Moggridge,NA,1,1803,1882,1,"Monmouthshire c/o Revd M.W. Moggridge Long Ditton Kingston on Thames [1869]32 Southwick Street, Hyde Park, W. [1872]5 Eldon Road, Victoria Road, SW [1875]8 Bina gardens, S. Kensington, W [1879]"
Alexander Moir,NA,1,NA,NA,1,"Pump Court, Temple16 Little Trinity Lane, Queenhithe [1869 list]"
J  Macrae Moir,NA,1,1825,1881,1,"Pump Court, Temple4 Brick Court, Temple, EC [A6:2]"
Jakob Moleschott,Prof.,1,1822,1893,1,Turin
Frederick William Monk,NA,1,NA,NA,1,Faversham
William Monk,Revd.,1,NA,NA,1,"Higham Ferrers, Bedfordshire"
J Monro,NA,1,NA,NA,1,Coldstream Guards Army & Navy Club
Frederick Butler Montgomerie,NA,1,1833,NA,1,"2 Cleveland Row, S. James's, SW... and Conservative Club, St. James's Street, SW"
Patrick Montgomery,Lieut. General (Sir),1,NA,NA,1,
Robert Mortimer Montgomery,NA,1,NA,NA,1,"7 Ashley Place, Victoria St, Westminster [1862]"
John Moody,Capt.,1,NA,NA,1,"St Maurice Villa Heworth Road York and J.D. Neale Esq 13 South Square Gray's Inn... Broomhill Lodge, Rye, Sussex"
x Moon,Revd.,1,NA,NA,1,"Cleator, Whitehaven"
George Moore,NA,1,1803,1880,1,Hartlepool
Henry Reginald Moore,NA,1,NA,NA,1,"6 Featherstone's Buildings, HolbornJunior Garrick Club, 1 Adelphi Terrace [1872]"
J  Daniel Moore,NA,1,NA,NA,1,"County Lunatic Asylum, Lancaster"
James H Moore,NA,1,NA,NA,1,"Brook Street, Cheetham, Manchester"
John (1) Moore,NA,1,NA,1882,1,"104 Bishopsgate Street, EC"
John (2) Moore,NA,1,NA,NA,1,"Adelaide, [N.S. Wales] South Australia"
Joseph Moore,NA,1,NA,1856,1,
Robert Waters Moore,NA,1,1819,1884,1,"Adelaide, [N.S. Wales] South Australia"
William Gosling Moore,NA,1,NA,NA,1,"Sydney, New South Wales"
Modeliar P S Mootoosaumy,NA,1,NA,NA,1,"Manargoody, Tanjore, Madras"
Fortescue John Morgan,NA,1,NA,NA,1,"High Street, Stamford"
John Morgan,NA,1,NA,NA,1,"15 Burton Crescent"
Thomas H Morgan,NA,1,NA,NA,1,"Oakhurst, Ore, Hastings"
William Henry Morgan,NA,1,NA,NA,1,"Quilon, Travancore, MadrasTrichinopoly, Madras [1867]Bangalore, India [1875]"
Thomas B Moriarty,NA,1,NA,NA,1,"17 Whitehall Place, Londonin A31/2/2 The Grange, Co. Limerick, Ireland crossed out... c/o Rev. M. Moriatry, Rochdale handwrittenThe Grange, Co. Limerick [1867]"
Alexander Morison,Sir,1,1779,1866,1,
James Cotter Morison,NA,1,1832,1888,1,"7 Porchester Square, Bayswater, W.[address crossed out in A6:2]"
Charles Adolphe Morlot,NA,1,1820,1867,1,Berne
David Morris,NA,1,NA,NA,1,"Market Place, Manchester36 Victoria Street, Manchester [A6:2]"
Edward Morris,NA,1,NA,NA,1,
Edward Rowley Morris,NA,1,1828,1893,1,"Gungrog cottage Welshpool [1870]Homestay, Newtown, Wales [1875]"
Eugene Morris,NA,1,NA,NA,1,Birchwood Sydenham Hill
H C  Grove Morris,Major,1,NA,NA,1,"HMS Resistance, Malta"
J P Morris,NA,1,NA,NA,1,Ulverstone
John Morris,NA,1,1823,1905,1,"28 Avenue Bennett's Park Blackheath... 6 Old Jewry"
Richard Morris,NA,1,NA,NA,1,
James Holmes Morrison,NA,1,1842,1917,1,"Lewes, Sussex35 Charlwood St West, Warwick Square, SW [A6:2]"
Richard James ('Zadkiel') Morrison,Capt.,1,1795,1874,1,"The Elms, Winchmore Hill [A3]44 Park Crescent, Brighton [A6:2]Hyde End, Surbiton Hill, Surrey [1872]"
Walter Morrison,NA,1,1836,1921,1,"21 Bolton street Piccadilly W77 Cromwell Road SW [1875]"
Edward John Morshead,NA,1,1839,1902,1,"Army Medical Dept., War Office, Pall Mall SW3 Waylen Street, Reading [Aug. 1866]"
John Mortimer,NA,1,NA,1871,1,"Pippingham Park, Uckfield, S."
John Robert Mortimer,NA,1,1825,1911,1,"St John's Villa, Driffield, Yorkshire"
Joseph Mosheimer,NA,1,NA,NA,1,"10 Alexander Square, Brompton"
Svend Mosling,NA,1,NA,NA,1,Trondheim
Thomas Moss,NA,1,NA,NA,1,"Moss side, Manchester... and 42 Noel Street, Islington [1865]University Hall, Brownswood Park, Stoke Newington [1866]"
C B Mosse,NA,1,NA,NA,1,"Rutland House, Carlow, IrelandCape Coast Castle, West Africa [1869]"
George Mott,NA,1,1831,1906,1,"Morningside, Albury, Murray River, Victoria"
Joseph Mould,Revd.,1,NA,NA,1,"6 Bernard Street, Russell Square, WC "
Walter Moxon,NA,1,NA,NA,1,"6 Finsbury Circus"
J Muir,Prof.,1,1810,1882,1,"16 Regents Circus [Terrace] Edinburgh and Athenaeum Club"
Henry Muirhead,NA,1,1814,1890,1,"Longdales, Bothwell, Lancashire [1867]Bushy hill, Cambuslang, Lanarkshire [A6:2]& [1872]"
August Muller,Prof.,1,1848,1892,1,"Konigsberg, Prussia"
Ferdinand Muller,NA,1,1825,1896,1,Victoria
Friedrich Max Muller,Prof.,1,1823,1900,1,Oxford
Johan Muller,Dr,1,1801,1858,1,Berlin
Richard Mullins,NA,1,NA,NA,1,"Newport House, Rugby"
x Munro,Dr,1,NA,NA,1,
Francis Kerridge Munton,NA,1,NA,NA,1,"21 Montagne St Russell Sq3 Old Fish Street, Queen Victoria Street, EC [1872]"
Roderick Impey Murchison,Sir,1,1792,1871,1,"16 Belgrave Sq [1862]"
Edward W Murphy,NA,1,1802,1877,1,"41 Cumberland Street, Bryanstone Sq. W. [1863]13 Harley Street [1866]"
Edward Murray,NA,1,NA,NA,1,"27 Mulgrave Terrace, Gateshead"
J C Murray,NA,1,NA,NA,1,"20 Newgate St., Newcastle on Tyne [1867]44 Newgate St., Newcastle on Tyne [1879]"
John Murray,NA,1,1808,1892,1,"50 Albemarle St [1862]and Newstead Wimbledon park [1867]"
John (1) Murray,Commander,1,NA,NA,1,"Murraythwaite, Ecclefechan NB"
John (2) Murray,NA,1,NA,NA,1,"Wickham, Hunt."
John George Musgrave,NA,1,NA,NA,1,Andover
G N Mussabini,NA,1,NA,NA,1,"46 Swinton St Grays Inn Road"
N G Mussabini,NA,1,NA,NA,1,
Dadabhai Naoroji,Prof.,1,1825,1917,1,"32 Great S. Helen's, Bishopsgate, EC"
Charles Ottley Groom Napier,NA,1,1839,1894,1,"Southwell Cottage, Kingsdown, Bristol8 Chippenham Terrace, Harrow Road, W. [1869]20 Maryland Road, Harrow Road [A6:2]&[1872]4 Elgin Road, Harrow Road [1875]"
William Napier,NA,1,1804,1879,1,"BlackheathArdmore Lodge Spring Grove Isleworth [1868 list]Kingsgate Villa, Nightingale Road, Southsea [1875]"
William Donald Napier,Dr,1,NA,NA,1,"22 George St Hanover Sq [1862]"
D W Nash,NA,1,1809,1876,1,"21 Bentinck Street, Manchester Square"
Davyd William Nash,NA,1,1810,1876,1,Cheltenham [1862]
Robert Lucas Nash,NA,1,1818,1871,1,Craven Cottage Finchley N
Samuel Nash,NA,1,NA,NA,1,"44 Renshaw St., Liverpool"
Alexander Nasmyth,NA,1,1789,1849,1,
F B  Bernard Natusch,NA,1,NA,NA,1,"Erith, Kent"
Dominico Navoni,NA,1,NA,NA,1,
J  Dormer Neale,NA,1,NA,1884,1,"13 South Square Gray's Inn WC"
Francis G P Neison,NA,1,NA,NA,1,
William Neison,NA,1,NA,NA,1,
George Nesbitt,NA,1,NA,NA,1,"9 Piccadilly, Manchester [1863]4 St Nicholas Buildings, Newcastle on TyneMercantile Chambers, 56 Fountain St., Manchester [1869]"
J R Neville,NA,1,NA,NA,1,"14 Almorah Road, Downham Road, Islington"
Robert Stirling (1) Newall,NA,1,1812,1889,1,Ferndene Gateshead
Literary and Philosophical Society of Newcastle,NA,2,NA,NA,1,Newcastle upon Tyne
F W Newman,NA,1,NA,NA,1,
William Newmarch,NA,1,NA,NA,1,"17 Palace Gardens Terrace, Notting Hill, WHeath view, Westside, Clapham [Aug. 1866]"
P H Newnham,Revd.,1,NA,NA,1,"9 Belvedere Terrace, Tunbridge Wells [1864]c/o S.G. Sloman, Farnham, Surrey [1866]Gervis villa, Bournemouth [Aug. 1866]5 Westover villas, Bournemouth [1867]Frome Vauchurch Rectory, Dorchester [1869]"
Alfred Vincent Newton,NA,1,NA,NA,1,"68 Chancery Lane, EC66 Chancery Lane, EC [1866]"
Henry William Newton,NA,1,NA,NA,1,"13 Hood Street, Newcastle on Tyne"
Robert S Newton,NA,1,NA,NA,1,"30 East Nineteen Street, New York"
Thomas Nicholas,Dr,1,NA,NA,1,"3 Craven St Strand WC"
G  Jasper Nicholls,NA,1,NA,NA,1,"OudeTrekenning House, St Columb, Cornwall"
Brinsley Nicholson,NA,1,1824,1892,1,"Cork60th Rifles Chatham [1862]Aukland New Zealand [1867]Surgeon Major, Medical Staff, Woodlands Road, Redhill, Surrey [1872]"
Charles Nicholson,Sir,1,1808,1903,1,"5 Cleveland Row St James's [1862]19 Portland Place, WC [1864]26 Devonshire Place Marylebone [1866]The Grange, Totteridge, Herts [1879]"
John Peede Segrave Carington Nicholson,NA,1,NA,NA,1,"Castle Home Whittlesea, Cambridgeshire"
D Nicol,NA,1,NA,NA,1,"5 Hyde Park Terrace [1862]"
J  Dyce Nicol,NA,1,NA,NA,1,"13 Hyde Park Ter Bayswater and Babentoy [Dabentoy] Kincardinshire"
Donald Nicoll,NA,1,NA,NA,1,Kilburn... Oaklands West End Hampstead
Giustiniano Nicolucci,"Dr, Prof.",1,1819,1904,1,"Naples [1862]Isola di Sora, Italy [1872]"
Sven Nilsson,Prof.,1,1787,1883,1,StockholmLund [1872]
Roden Noel,Hon.,1,1834,1894,1,"Warlies, Waltham Abbey"
John Spencer Noldwritt,NA,1,NA,NA,1,"5 Water Lane, Tower Street, EC"
Karl Friedrich Nordmann,NA,1,1830,NA,1,"Calicut, Madras [1868]Bowany, via Erode, Madras Presidency [1872]Cuddapah, Madras Presidency [1881]"
Henry Norsworthy,NA,1,NA,NA,1,"Clarefield Ho. MaidenheadChesterfield House, Maidenhead [1875]Clarefield House, Maidenhead [1881]"
George North,NA,1,NA,NA,1,"4 Dane's Inn, WC3 Plowden Buildings, Temple [1867]"
Samuel William North,NA,1,NA,NA,1,"31 Castlegate, York84 Mickle Gate, York [1881]"
Josiah Clark Nott,Dr,1,1804,1873,1,"Mobile, Alabama16 West Twenty third Street, New York [1869]"
John Nottingham,NA,1,1810,1895,1,"20 Roscommon St., Liverpool [1867]The Mount, Whitchurch, Shropshire [1879]"
Richard Maddock Nunn,NA,1,NA,1876,1,"Gray's, EssexSavannah, Georgia, US America [1869]"
Thomas William Nunn,NA,1,1825,1909,1,"17 Stratford Place"
Charles O'Callaghan,NA,1,NA,1875,1,Killarney
P O'Callaghan,NA,1,NA,NA,1,Tennis Ct Club Leamington
Luke Smyth O'Connor,Col.,1,1806,1873,1,"Belfast... Union Club, Trafalgar Square... and United Service Club, Pall MallJamaica [Aug. 1866] crossed out in A31/2/2 in favour of Messrs Barron & Smith, 21 Duke St, Westminster [handwritten](& 1872)Jamaica c/o Barrow and Smith 20 Duke St., Westminster [1867]"
George O'Gorman,NA,1,NA,NA,1,
Edward O'Riley,NA,1,NA,NA,1,Burmah
J L O'Sullivan,Hon.,1,1813,1895,1,"c/o Croskey and Co., 2 S. Michael's House, S. Michael's Lane, EC [1864]7 Park Street, Grosvenor Square57 South Street, Mayfair, W. [1866]8 Park Place Clarence Gate Regents Park handwritten in A31/2/2... and in A6:2 (where c/o Croskey and Co has been crossed out)"
William Ogilby,NA,1,NA,NA,1,
G H Ogston,NA,1,NA,NA,1,"22 Mincing Lane, E.C."
Laurence Oliphant,NA,1,1829,1888,1,"Athenaeum [1862] and 35 Half Moon Street, Piccadilly [1867]"
Samuel Pasfield Oliver,"Lieut.,Capt.",1,1838,1907,1,"40 Hauteville Guernsey4 Hauteville, Guernsey [1872]2 Eastern Villas, Anglesey, Gosport, Hants. [1883]Moray House, Anglesey, Gosport, Hants [1894]"
Gustav Oppert,Dr,1,1836,1908,1,"The Library Windsor Castle 5 Adelaide Square WindsorMadras [1869]c/o Emil Oppert, 15 Porchester Terrace, W [1885]Madras Club, Madras [1888]Presidency College, Madras [1894]Bulowstrasse 55, Berlin [1897]"
William M Ord,NA,1,1834,1902,1,"Brixton Hill, S."
John Benn Ormathwaite,Lord (formerly Sir),1,1798,1881,1,"28 Berkeley Square, W... and Carlton Club, Pall Mall, SW"
W  Billing Orton,NA,1,NA,NA,1,Chorlton on Medlock Lancashire
Sherard Osborn,Capt.,1,1822,1875,1,Athenaeum... 119 Gloucester Terrace Hyde Park
John William Willoughby Osborne,Major,1,1833,1881,1,"Sehore Residency, India (c/o) Messrs Grindlay and Co., 55 Parliament Street"
Charles Otto,Prof.,1,1795,1879,1,Copenhagen
Frederick Ouvry,NA,1,1814,1881,1,"12 Queen Anne St Cavendish Square"
Thomas F Overman,NA,1,NA,NA,1,"Browning Lodge, Tunbridge Wells"
H  Burnard Owen,NA,1,NA,NA,1,"1 Swiss Villas, Chorlton Road, Manchester [1863]72 Gower Street, Bedford Square [1864 after March]29 Gower Street, Bedford Square, WC [1865]"
John Fletcher Owen,Lieut.... Brigadier,1,1839,1924,1,"Shoeburyness [1868]Knockalla Fort, Rathmullan, County Donegal [1869]Woolwich [1875]Mauritius [1881]Cape Town... c/o E. Owen, Redwalls, Dartmouth, Devonshire [1883]Commander of the Forces of South Australia, Adelaide [1885]Junior United Service Club, Charles Street, St James's Square, SW [1888]Commandant, Queensland Colonial Forces, Brisbane, Queensland [1894]"
Richard Owen,Prof.,1,1804,1892,1,"British Museum... and Sheen Lodge, Richmond Park, SWMuseum of Natural History, Cromwell Road, SW [1881]Sheen Lodge, Mortlake, Surrey [1885]"
Robert Brisco Owen,NA,1,1799,1883,1,"Haulfre, Beaumaris"
Samuel R J Owen,Major,1,NA,NA,1,"113A Strand [1865]4 St Martin's Place, WC [1869]65 Wiltshire Road, Angell Park, Brixton [A6:2]&[1872]HM Bengal Army [1879]Ventnor [1881]Ocean View, Ventnor [1883]Orielton, Winchester Road, Southampton [1894]"
John Downes Owens,NA,1,1809,1865,1,
J D V Packman,NA,1,1813,1885,1,"14 Burlington Street, BathBraughing, Ware, Herts. [1864]"
Thomas Page,NA,1,NA,NA,1,
Arthur Paget,NA,1,1851,1928,1,
Henry James Paine,NA,1,NA,NA,1,"11 Crockherbtown, Cardiff"
William Paley,Dr,1,1824,1899,1,Ripon
William Gifford Palgrave,NA,1,1826,1888,1,"TrebizondBangkok, Siam [1883]"
Silas Palmer,NA,1,1815,1875,1,"London Road, Newbury"
Louis Philippe d'Orleans Paris,His Royal Highness le Comte de,1,1838,1894,1,"York House, Twickenham"
Matthew Paris,NA,1,NA,NA,1,"Admiralty, Somerset House"
J W Parker,NA,1,1792,1870,1,"Warren Corner House, near Farnham"
Walter Mantell Parker,NA,1,NA,NA,1,"Warren Corner, Farnham [1870]High street, Alton, Hants [1879]"
Harry Parkes,Sir,1,1828,1885,1,Yeddo Japan [1867]Athenaeum and Oriental Clubs [1862]
John Parnell,NA,1,NA,NA,1,"Upper Clapton, S."
J  Charlton Parr,NA,1,NA,NA,1,"Grappenhall Heyes, Warrington"
King John Parr,Dr,1,NA,NA,1,"Kirk, Bombay"
Dashwood G Parry,NA,1,NA,NA,1,"Hope, near Wrexham"
A W Parsons,NA,1,NA,NA,1,"2 Montpelier Road, Peckham"
T E Partridge,NA,1,NA,NA,1,"Hillesley, near Wotton under Edge"
Theodore D'Orville Partridge,NA,1,NA,1897,1,"Flat Island, Mauritius [1867]c/o Messrs Bathgate & Co., Old Court House Street, Calcutta [1869]Debrooghur, Assam, India [1875]"
Charles Pasley,Major General Sir,1,1824,1890,1,Royal Engineers
Alexander Paspati,Dr,1,1814,1891,1,Constantinople
George K H Paterson,NA,1,NA,NA,1,"Balbeggie, Perthshire"
Robert Paterson,NA,1,1814,1889,1,"32 Charlston St., Leith"
Edmund Patterson,NA,1,NA,NA,1,"Sydney, New South Wales [1862]"
B H Paul,NA,1,NA,NA,1,"8 Grey's Inn Square, WC"
R W Payne,NA,1,NA,NA,1,"Old Sleaford, Lincolnshire"
Edward Peacock,NA,1,1831,1915,1,"Bottesford Manor, Brigg, Lincolnshire (c/o London Library, St James's Square, SW)"
Thomas Bevill Peacock,NA,1,1812,1882,1,"20 Finsbury Circus EC"
George Peacocke,NA,1,1829,1871,1,Naval and Military Club
Charles Thomas Pearce,NA,1,1815,1883,1,"28 Maddox St., Hackney"
Frederick Edward Pearse,NA,1,1833,1900,1,"High Cross, Sampford Peverel,. Devon"
C H Pearson,Prof.,1,1830,1894,1,"7 Caroline St, Bedford Sq"
Alfred Henry Pechell,NA,1,1827,1885,1,Barton on Humber
J M Peebles,NA,1,NA,NA,1,United States Consul Tebizonde
Robert Peel,NA,1,1838,1894,1,"Adelaide, N.S. Wales [crossed out in A31/2/2... South Australia handwritten]Resident surgeon, Mount Gambiaa Hospital, Adelaide, South Australia [list 1869.08.01]North terrace, Adelaide, South Australia [1875]"
John Peiser,NA,1,1801,1886,1,"Barnsfield House, Oxford Street, Manchester"
W S Pendon,NA,1,NA,NA,1,"13 Wellington Place, Belfast"
William Peppe,NA,1,NA,1937,1,"Grantee, Birdpore Grant, Goruckpore,Bustee, N.W. ProvinceBirdpore Goruckpore, via Bella Harriya, India [1881]"
Francisco E Pereira,NA,1,NA,NA,1,India [1867]Singapore [1868]
William Perkins,NA,1,NA,NA,1,RosarioGran Chaco [1875]
James Perrin,NA,1,1801,1888,1,"Pietermaritzburg, Natal"
John Beswick Perrin,NA,1,NA,1887,1,"Ivy House, Abram, near Wigan"
Augustus E G Perrot,NA,1,1857,1880,1,"U.S. Consul, Gaboon, W. Africa"
Erskine Perry,Sir,1,1806,1882,1,"9 Lower Belgrave St [1853]36 Eaton Place [1862]"
George Michael Perry,NA,1,NA,NA,1,"12 Augusta Place, Stockwell"
S G F Perry,Revd.,1,NA,NA,1,"Tottington Parsonage, near Bury, Lancashire"
Josef Anton Maximilian Perty,Prof.,1,1804,1884,1,Berne
Augustus Heinrich Petermann,Dr,1,1822,1878,1,Gotha
Horace William Petherick,NA,1,1839,1919,1,"2 Rose Villas, Richmond Villas, Richmond Road, North End, Fulham SW [1863]2 Denmark Villas, Wadron End Road, Croydon, S [1865]Maple Lodge, Havelock Road, Addiscombe [A6:2]& [1872]"
George Petrie,NA,1,1818,1875,1,"Kirkwall, Orkney"
William Vesalius Pettigrew,NA,1,NA,NA,1,"7 Chester St Grosvenor Place"
Arthur Phayre,(Lieut. )Col. Sir,1,1812,1885,1,"Govr of Fegu [Pegu] British Burmah [1862]and E.I.U.S. Club 14 St James's Square SWGovernor of Mauritisus, East India United Service Club, St James Square [1875][and] c/o Messrs H.S. King and Co., 65 Cornhill, EC [1881]"
Barnet Phillips,NA,1,1827,1905,1,"Savannah, Georgia"
Benjamin Phillips,NA,1,NA,NA,1,"17 Wimpole St"
Philip Phoebus,Prof.,1,1804,1880,1,University of Giessen
Edward Pick,Dr,1,NA,NA,1,"40 Bryanston St [1862]8 Old Quebec Street, Portman Square, W [1863]"
Charles Pickering,Dr,1,1805,1878,1,
Francois Jules Pictet,Prof.,1,1809,1872,1,Geneva
Jonathan S Pidgeon,NA,1,NA,NA,1,Chepstow Villa Bayswater
George William Septimus Piesse,NA,1,1820,1882,1,"Chiswick, W."
Luke Owen Pike,NA,1,1835,1915,1,"25 Carlton Villas, Maida Vale, W.Fleetwood House, 201 Maida Vale, W [1869]"
Bedford Pim,Commander ... Rear Admiral,1,1826,1886,1,"Nicaragua11 Belsize Square, Hampstead, N. [1867]Associate of Civil Engineers, Leaside, Kingswood road, Upper Norwood... and 2 Crown Office row, Temple, EC [1879]"
Thomas Ryan Pinchis,NA,1,1825,1869,1,"27 Oxenden St., Haymarket"
W Pinkerton,NA,1,1809,1871,1,"8 Pownall gardens, Hounslow, W"
James Pinnock,NA,1,NA,NA,1,"The Hawthornes, New Road, Hammersmithc/o Wm Pinnock Esq 34 Mark lane EC [Aug. 1866]"
John Plant,NA,1,NA,NA,1,"Peel Park, Salford, Manchester"
John Platts,NA,1,1830,1904,1,Central India... 24 Ifield Road West Brompton
Charles Plummer,NA,1,1831,NA,1,"21 Old Square, Lincoln's Inn, WC"
Fenwick T Poole,NA,1,NA,NA,1,"26 Lincoln's New Fields"
John Daniel Poole,NA,1,NA,NA,1,"3 Great Queen Street, SW"
Matthew Conway Poole,Capt.... Major,1,1841,1885,1,"Myansung, Pegu [1871]Thayet Mayo, British Burmah [1872]The Elms, Harrow [1879]Sandoway, British Burmah [1881]Kingsley House, Harrow on the Hill, NW [1883]"
Reginald Stuart Poole,NA,1,1832,1895,1,British Museum 
George H Pope,NA,1,NA,NA,1,New University Club St James' s St [1869]... 1 Savile row
R Pope,Capt.,1,NA,1870,1,Madras
W H Pope,Hon.,1,1825,1879,1,Member of Council Prince Edward Island
R B Porter,NA,1,NA,NA,1,Lincoln
T Postans,Capt.,1,NA,NA,1,
Joseph Legg Postlethwaite,NA,1,NA,1871,1,"38 Bessborough St Pimlico [1862]65 Bessborough St Pimlico and Northend Cottage Hastings Sussex [1867]"
George Pouchet,NA,1,1833,1894,1,RouenParis [1872]
Emil Arnold Praeger,NA,1,1817,NA,1,"13 Cambridge Place, Clifton"
Henry Pratt,NA,1,NA,NA,1,"Hampton Park, Hereford30 River Street, Bath [1867]"
Thomas Prendergast,NA,1,1806,1886,1,"The Grosvenor Hotel PimlicoEast India Club, St James's Square [1867]"
Joseph Prestwich,NA,1,1812,1896,1,"Shoreham Sevenoaks [1869]34 Broad Street, Oxford [1879]35 St Giles', Oxford [1883]Darent Hulme, near Shoreham, Sevenoaks [1888]"
Charles Sharp Price,NA,1,NA,NA,1,"Glebefield House, Stoke Newington"
David S Price,Dr,1,NA,NA,1,Crystal Palace SE [1861]
Frederick George Hilton Price,NA,1,1842,1909,1,"12 Upper Berkley St., Portman Square [1868]25 Clarendon Gardens, Maida Hill [1872]29 Weymouth street, W. [1879]17 Collingham Gardens, SW [1894]"
Lorenzo T C Price,NA,1,NA,NA,1,"17 Hollis Croft Rotherham Yorkshire 11 Hockley Hill Birmingham [1869]"
James Cowles Prichard,NA,1,1786,1849,1,
Thomas Prichard,NA,1,NA,1878,1,"Abbingdon Abbey, Northampton"
Henry jun Prigg,NA,1,NA,NA,1,Bury St Edmunds
George Pringle,NA,1,NA,NA,1,"c/o J. Bonomi Esq., 13 Lincoln's Inn Fields"
Thomas junr Pritchard,NA,1,1826,1874,1,Madras
William T Pritchard,NA,1,1829,1907,1,"Spring Hill, BirminghamMexico [1866]"
James C Proctor,NA,1,NA,NA,1,Lydon
Alfred Pulford,NA,1,1823,1896,1,"Broomhill, Hampton Wick Kingston on Thames [1867]Rosenau, Torquay [1872]Riverdale, Pembury Road, Tunbridge Wells [1885.11]Ravensdale, Tunbridge Wells [1888]"
Hyde Pullen,NA,1,NA,NA,1,Isle of Wight
Arthur Giles Puller,NA,1,1833,1885,1,Athenaeum Club... Youngsbury Ware Herts
Robert Pulsford,NA,1,1815,1888,1,
H Purdon,NA,1,NA,NA,1,"Clonlion House, Kilcock, co. Meath, Ireland"
H S Purdon,Dr,1,1843,1906,1,"Clonlion House, Kilcoch, Ireland5 College Square East, Belfast [Aug. 1866]"
Bernard Quaritch,NA,1,1819,1899,1,"15 Piccadilly, W"
Lambert Adolphe Jacques Quetelet,NA,1,1796,1874,1,Brussels
William Quin,NA,1,1817,1871,1,"Bathurst, River Gambia W Africain A31/2/2 c/o Spartalis, 36 Gresham House, Old Broad Street crossed outc/o T.F. Quin 57 Old Broad Street, EC... Bathurst, River Gambia, West Africa [1869]River Gambia c/o T.F. Quin, 44 Ludgate Hill, EC [A6:2]"
John Radcliffe,NA,1,NA,NA,1,Oldham
James Rae,NA,1,NA,1891,1,"32 Phillimore Gardens, Kensington, W"
Charles Rafn,Prof.,1,1795,1864,1,Copenhagen
Henry Raikes,NA,1,NA,NA,1,"Chester [1855]Llwynegrin Hall, Mold [1862]"
Antonio Raimondi,Prof.,1,1826,1890,1,Lima
"A , jun Ramsay",NA,1,NA,NA,1,"45 Norland Square, Notting Hill, W."
Frank Ramsay,NA,1,1821,1884,1,Memphis Tennessee
George Ramsay,NA,1,NA,NA,1,
George Dalhousie Ramsay,NA,1,NA,NA,1,War Office Pall Mall [1862]
John Ramsay,NA,1,1814,1892,1,"Islay Argyleshire [1868]43 Irrners Court, Glasgow... and Islay, Argyllshire [1869]43 Irrners Court Glasgow... 49 Dunlop Street Glasgow49 Dunlop street, Glasgow... 32 George's road, Pimlico [1879]Kidalton, Port Ellen, Greenock... and Windham Club, SW [1881]"
William Francis Ramsay,NA,1,NA,NA,1,"15 Somerset St., Portman Square"
Jabez Spence Ramskill,NA,1,1825,1897,1,"5 St Helen's Place, London"
G C Rankin,NA,1,NA,NA,1,"Conservative Club, SW57 Jessup St"
H  Fowler Ransford,NA,1,NA,NA,1,"26 Chancery Lane [1862]"
Edwin Ransom,NA,1,1841,1927,1,"Kempstone, BedfordThe Oval, Bedford [1883]24 Ashburnham Road, Bedford [1885]"
Goday Naraen Gajapati Rao,Hon. Rajah Sir,1,1828,1903,1,"Vizagapatam, IndiaVizapatan, Madrasc/o Messrs Arbuthnot & Co., Madras [1872]"
Charles Ratcliff,Col.,1,1815,1885,1,The Wyddrington Edgebaston Birmingham 
Henry Rawlinson,Col. (Major General) Sir,1,1810,1895,1,[no address given in 1862]Bagdad... 1 Hill street Berkeley Square [1867]21 Charles Street Berkeley Square [1872]
James Rawson,NA,1,NA,NA,1,Lichfield
Richard Rayley,NA,1,NA,NA,1,
W H Read,NA,1,1819,1909,1,Singapore and Oriental Club
Charles Reade,NA,1,1814,1884,1,"6 Curzon Street Mayfair [1864]6 Bolton Row, Mayfair [1865]Garrick Club, WC [1866]"
William Winwood Reade,NA,1,1838,1875,1,"Conservative Club, SW"
