"Name","religion_id","birth_year","death_year","gender_id","data_source_id"
Horatio Gay James,NA,NA,NA,1,1
Horatio Love,NA,NA,"1,882",1,1
Horman S Fisher,NA,NA,NA,,3
Horticultural Society of Ulverstone,,,,,
Hugh J C Beavan,NA,NA,NA,1,1
Hugh R Semper,NA,NA,NA,1,1
Hugh Welch Diamond,NA,"1,809","1,886",1,1
Hugo Mavesyn Chadwick,NA,"1,793","1,854",1,1
Hull Literary and Philosophical Society,,,,,
Hull Terrell,NA,NA,NA,,3
Humfrey Sandwith,NA,"1,822","1,881",1,1
Hungarian Academy of Sciences,,,,,
Hungary,,,,,
Hyacinthe Ronay,NA,"1,814","1,889",1,1
Hyde Clarke,NA,"1,815","1,895",1,1
Hyde Pullen,NA,NA,NA,1,1
I Davie,NA,NA,NA,1,1
Imperial Academy of Dresden,,,,,
Imperial Academy of Medicine of France,,,,,
Imperial Leopoldino Carolina Academia Naturae Curiosum,,,,,
India,,,,,
Indian Club,,,,,
Indian Reform Association,,,,,
Institut d'Afrique a Paris,,,,,
Institute of Actuaries,,,,,
Institute of France,,,,,
Institute of Mining Engineers,,,,,
Institution of Mechanical Engineers,,,,,
Iraq,,,,,
Ireland,,,,,
Irwin Edward Bainbridge Cox,NA,"1,838","1,922",1,1
Isaac Brown,1,NA,NA,,3
Isaac Byerley,NA,"1,814","1,897",1,1
Isaac Hadwen,1,NA,NA,,3
Isaac Lyon Goldsmid,NA,"1,778","1,859",1,1
Isaac Pitt,1,NA,NA,,3
Isaac Reckitt,1,NA,NA,,3
Isaac Robson,1,NA,NA,,3
Isaac Wilson,1,NA,NA,,3
Isabella Harris,NA,NA,NA,,3
Isabella Lister,1,NA,NA,,3
Isidor Kopernicki,NA,"1,825","1,891",1,1
Isidore Ascher,NA,"1,835","1,933",1,1
Israel,,,,,
Italy,,,,,
J  Beete Jukes,NA,"1,811","1,869",1,1
J  Cave Browne,NA,NA,NA,1,1
J  Charlton Parr,NA,NA,NA,1,1
J  Clayfield Ireland,NA,NA,NA,1,1
J  Daniel Moore,NA,NA,NA,1,1
J  Dormer Neale,NA,NA,"1,884",1,1
J  Dyce Nicol,NA,NA,NA,1,1
J  Eglinton Seaman,NA,NA,NA,1,1
J  Hughlings Jackson,NA,"1,835","1,911",1,1
J  Jermyn Cowell,NA,NA,NA,1,1
J  Macrae Moir,NA,"1,825","1,881",1,1
J  Marrion Sims,NA,"1,813","1,883",1,1
J  McGregor Croft,NA,NA,NA,1,1
J  McGrigor Allan,NA,NA,NA,1,1
J  Passmore Edwards,NA,"1,823","1,911",1,1
J  Pryce Jones,NA,NA,NA,1,1
J  Ranald Martin,NA,"1,793","1,874",1,1
J  S  Stuart Glennie,NA,"1,841","1,910",1,1
J  Spotswood Wilson,NA,NA,NA,1,1
J  T Thresh,NA,NA,NA,1,1
J  Valentine Smedley,NA,NA,NA,1,1
J  William Warden,NA,NA,NA,1,1
J A Sanders,1,NA,NA,,3
J A Symonds,NA,"1,807","1,871",1,1
J A W Harper,NA,NA,NA,1,1
J Alexander,NA,NA,NA,,3
J Allen,NA,NA,NA,,3
J B Cook,NA,NA,NA,,3
J B Cooke,NA,NA,NA,,3
J B Mirrlees,NA,NA,NA,1,1
J B Teesdale,NA,NA,NA,,3
J Backhouse,NA,NA,NA,,3
J Binyon,1,NA,NA,,3
J Blunsom,1,NA,NA,,3
J Booth,NA,NA,NA,,3
J Bradley,NA,NA,NA,,3
J Buckland,NA,NA,NA,,3
J C  Hope Johnstone,NA,NA,NA,1,1
J C Griffiths,NA,NA,NA,1,1
J C Murray,NA,NA,NA,1,1
J Cooper,NA,NA,NA,,3
J Cudworth,1,NA,NA,,3
J D V Packman,NA,"1,813","1,885",1,1
J Dennis,NA,NA,NA,,3
J Doubleday,1,NA,NA,,3
J E  Eardley Wilmot,NA,"1,810","1,892",1,1
J E Backhouse,NA,NA,NA,,3
J E Baker,1,NA,NA,,3
J E Drake,NA,NA,NA,,3
J E Lury,1,NA,NA,,3
J E Pritchett,NA,NA,NA,,3
J E Rutter,NA,NA,NA,,3
J F Burgess,1,NA,NA,,3
J F Polk,NA,NA,NA,,3
J Farnworth,NA,NA,NA,,3
J G Baker,NA,NA,NA,,3
J G Faught,NA,NA,NA,1,1
J G Fox,1,NA,NA,,3
J G S Lefevre,NA,NA,NA,1,1
J G Sylvester,NA,NA,NA,1,1
J Gaus,NA,NA,NA,1,1
J Gillett,1,NA,NA,,3
J Gilpin,1,NA,NA,,3
J Gurney Barclay,1,NA,NA,,3
J H Blackwell,NA,NA,NA,1,1
J H Cotterell,1,NA,NA,,3
J H Elliott,NA,NA,NA,1,1
J H Knight,1,NA,NA,,3
J H Sunman,NA,NA,NA,,3
J H Tredgold,NA,NA,NA,,3
J H Tuke,1,NA,NA,,3
J Hillier,NA,NA,NA,1,1
J Holdsworth,1,NA,NA,,3
J Holen,NA,NA,NA,,3
J Hopkins,1,NA,NA,,3
J Horne Payne,NA,NA,NA,,3
J Hurnard,1,NA,NA,,3
J J C Valpy,NA,"1,828",NA,1,1
J J Freeman,NA,NA,NA,,3
J J Packer,1,NA,NA,,3
J J Stitt,NA,NA,NA,,3
J J Sylvester,NA,"1,814","1,897",1,1
J Jefry,NA,NA,NA,,3
J Jun Read,1,NA,NA,,3
J K Lord,NA,NA,NA,1,1
J Kaines,NA,NA,NA,1,1
J Knowles,NA,NA,NA,,3
J L Knapp,NA,NA,NA,1,1
J L O'Sullivan,NA,"1,813","1,895",1,1
J L Stevens,1,NA,NA,,3
J L Thomas,NA,NA,NA,1,1
J Langlands,NA,NA,NA,1,1
J Lawson,NA,NA,"1,870",1,1
J M C Mills,NA,NA,NA,1,1
J M Crolly,NA,NA,NA,1,1
J M Dorking,NA,NA,NA,,3
J M Peebles,NA,NA,NA,1,1
J M Sparkes,1,NA,NA,,3
J M Stephens,NA,NA,NA,,3
J Mackrell,NA,NA,NA,1,1
J Middleton,NA,NA,NA,1,1
J Moffatt,NA,NA,NA,,3
J Monro,NA,NA,NA,1,1
J Mounsey,NA,NA,NA,,3
J Muir,NA,"1,810","1,882",1,1
J Natterier,NA,NA,NA,,3
J P Baker,NA,NA,NA,1,1
J P Morris,NA,NA,NA,1,1
J P Smith,NA,NA,NA,,3
J P Sutherland,NA,NA,NA,1,1
J Pears,1,NA,NA,,3
J Pell,NA,NA,NA,,3
J R Duggan,NA,"1,903",NA,1,1
J R Gregory,NA,NA,NA,1,1
J R Langley,NA,NA,NA,1,1
J R Logan,NA,"1,819","1,869",1,1
J R Neville,NA,NA,NA,1,1
J R Pumphrey,NA,NA,NA,,3
J R Wevill,NA,NA,NA,1,1
J Roberts,NA,NA,NA,1,1
J Robinson,1,NA,NA,1,1
J Rooke,1,NA,NA,,3
J S Banbury,NA,NA,NA,,3
J S Brickwood,NA,NA,NA,1,1
J S Robson,1,NA,NA,,3
J W  (1) Kaye,NA,NA,NA,1,1
J W  (2) Kaye,NA,"1,840",NA,1,1
J W  Conrad Cox,NA,NA,NA,1,1
J W C Clothier,NA,NA,NA,,3
J W Holgate,NA,NA,NA,1,1
J W Jackson,NA,NA,"1,872",1,1
J W Lukis,NA,"1,816","1,894",1,1
J W Parker,NA,"1,792","1,870",1,1
J W Sully,NA,NA,NA,,3
J W Tuke,NA,NA,NA,,3
J W Walton,NA,"1,818","1,867",1,1
J W Wood,NA,NA,NA,1,1
J Whitby,NA,NA,NA,,3
Jabez Spence Ramskill,NA,"1,825","1,897",1,1
Jacob Boys,NA,"1,796","1,884",1,1
Jacob Epstein,NA,NA,NA,1,1
Jacob Ludwig Dohne,NA,"1,811","1,879",1,1
Jacob Post,1,NA,NA,,3
Jakob Moleschott,NA,"1,822","1,893",1,1
Jamaica,,,,,
James (1) Backhouse,1,"1,794","1,869",1,1
James (1) Fischer,NA,"1,832","1,873",1,1
James (1) Kennedy,NA,NA,NA,1,1
James A Youl,NA,"1,811","1,904",1,1
James Adlard,NA,NA,NA,,3
James Aitken Meigs,NA,"1,829","1,879",1,1
James Alfred Wanklyn,NA,"1,834","1,906",1,1
James Anderson Rose,NA,"1,819","1,890",1,1
James Ashbury,NA,"1,834","1,895",1,1
James Augustus St John,NA,"1,795","1,875",1,1
James Bain,NA,"1,818","1,898",1,1
James Bainbridge Baxter,NA,NA,NA,1,1
James Baker,1,NA,NA,,3
James Bell,1,"1,818","1,872",1,1
James Bertram Sparhawk,NA,NA,NA,1,1
James Bird,NA,NA,NA,1,1
James Bischoff,NA,NA,NA,1,1
James Bonsor,NA,NA,"1,881",1,1
James Bonwick,NA,"1,817","1,906",1,1
James Booth,NA,NA,NA,,3
James Bowden,1,NA,NA,,2
James Bracher,1,NA,NA,,3
James Brady,NA,NA,NA,1,1
James Brebner,NA,"1,793","1,874",1,1
James Brooke,NA,"1,803","1,868",1,1
James Buckman,NA,"1,818","1,884",1,1
James Butler,NA,NA,NA,1,1
James C Proctor,NA,NA,NA,1,1
James Cadbury,1,NA,NA,,3
James Campbell,NA,NA,NA,1,1
James Cash,NA,NA,NA,,3
James Champley,NA,NA,"1,888",1,1
James Charleton,1,NA,NA,,3
James Clark,NA,"1,788","1,870",1,1
James Clark (2),1,NA,NA,,3
James Coke,NA,NA,NA,1,1
James Cotter Morison,NA,"1,832","1,888",1,1
James Cowles Prichard,NA,"1,786","1,849",1,1
James Coxe,NA,"1,811","1,878",1,1
James Coxen,NA,NA,NA,,3
James Coxon Richardson,NA,NA,"1,877",1,1
James Cropper,1,NA,NA,,3
James Davis,NA,NA,NA,,3
James Douglas,NA,NA,NA,,3
James Dowie,NA,NA,NA,1,1
James E Veale,1,NA,NA,,3
James Ellis,NA,NA,NA,1,1
James Emerson Tennent,NA,"1,804","1,869",1,1
James F Draper,NA,NA,"1,876",1,1
James Firm,NA,NA,NA,1,1
James Gingell,1,NA,NA,,3
James Gowans,NA,"1,821","1,890",1,1
James Graham Churcher,NA,NA,NA,1,1
James Guthrie,NA,NA,"1,900",1,1
James H Moore,NA,NA,NA,1,1
James Harnard,NA,NA,NA,,3
James Hastie,NA,"1,848","1,897",1,1
James Henry Skene,NA,"1,812","1,886",1,1
James Hepburn,NA,"1,811","1,869",1,1
James Heywood,NA,"1,810","1,897",1,1
James Higgin,NA,NA,NA,1,1
James Hills,1,NA,NA,,3
James Holland,NA,NA,NA,1,1
James Holmes Morrison,NA,"1,842","1,917",1,1
James Hope,NA,NA,NA,1,1
James Hunt,NA,"1,833","1,869",1,1
James J Waring,NA,NA,NA,1,1
James Jones,NA,NA,NA,1,1
James Joseph Stainton,NA,NA,NA,1,1
James Jun Backhouse,1,NA,NA,,3
James Kay Shuttleworth,NA,"1,804","1,877",1,1
James Kernahan,NA,"1,827","1,875",1,1
James L Lobley,NA,"1,833","1,913",1,1
James Lawrence,NA,NA,NA,,3
James Lewis,NA,NA,NA,1,1
James Mathieson,NA,NA,NA,1,1
James McClelland,NA,"1,799","1,879",1,1
James McCraith,NA,NA,NA,1,1
James McCrevey,NA,NA,"1,870",1,1
James Meek,NA,NA,NA,,3
James Oliff Griffits,NA,"1,821",NA,1,1
James Penn Harris,NA,"1,817","1,892",1,1
James Perrin,NA,"1,801","1,888",1,1
James Pinnock,NA,NA,NA,1,1
James Rae,NA,NA,"1,891",1,1
James Ransome,1,NA,NA,,3
James Rawson,NA,NA,NA,1,1
James Read,NA,NA,NA,,3
James Reddie,NA,NA,NA,1,1
James Roberts Brown,NA,NA,NA,1,1
James Rome,NA,NA,NA,1,1
James Ronaldson Handyside,NA,"1,798","1,873",1,1
James Russell,NA,NA,NA,1,1
James Sandale,NA,NA,NA,1,1
James Sanderson Thomas,NA,NA,NA,,3
James Sessions,1,NA,NA,,3
James Silk Buckingham,NA,"1,786","1,855",1,1
James Simpson,NA,"1,817","1,899",1,1
James Smyth,NA,NA,NA,1,1
James Strathern,NA,NA,NA,1,1
James Sydney Walker,NA,NA,"1,883",1,1
James T Foster,NA,NA,NA,,3
James T J Doyle,1,NA,NA,1,1
James T White,NA,NA,NA,1,1
James Talbot de Malahide,NA,"1,805","1,883",1,1
James Tanner,NA,NA,NA,1,1
James Tonnere,NA,NA,NA,1,1
James Turle,NA,"1,832","1,905",1,1
James Walker,NA,"1,781","1,862",1,1
James Wells,1,NA,NA,,3
James Wentworth Buller,NA,"1,798","1,865",1,1
James Whishaw,NA,"1,808","1,879",1,1
James William Fleming,NA,NA,NA,1,1
James William Glass,NA,"1,825","1,857",1,1
James Wilson,1,NA,NA,1,1
James Wodderspoon,NA,NA,NA,1,1
James Wood,NA,NA,NA,1,1
James Wood Mason,NA,"1,846","1,893",1,1
James Wyld,NA,"1,812","1,887",1,1
James Yates,NA,NA,NA,,3
James Yearsley,NA,"1,805","1,869",1,1
"James, jun Rock",NA,NA,NA,1,1
Jan Tzatzoe,NA,NA,NA,,3
Jane Cocks,NA,NA,NA,,3
Jane Harris,NA,NA,NA,,3
Jane Reynolds,1,NA,NA,,3
Japan,,,,,
Japetus Steenstrup,NA,"1,813","1,897",1,1
Java,,,,,
Jean Baptiste Julien D'Omalius d'Halloy,NA,"1,783","1,875",1,1
Jean-Francois Caplin,NA,"1,790","1,872",1,1
Jeffrey Lucas,1,NA,NA,,3
Jeffries Wyman,NA,"1,814","1,874",1,1
Jemima Swan,1,NA,NA,,3
Jennings Holgate,NA,NA,NA,1,1
Jens Jacob Asmussen Worsaae,NA,"1,821","1,885",1,1
Jeremiah Bryant,NA,NA,NA,,3
Jeremiah Cross,1,NA,NA,,3
Jesse Conway Davies,NA,"1,822",NA,1,1
Jew,,,,,
Joel Emanuel,NA,NA,NA,1,1
Johan Muller,NA,"1,801","1,858",1,1
Johann Constantin August Lucae,NA,"1,835","1,911",1,1
Johann Franz ('Julius') Haast,NA,"1,822","1,887",1,1
Johann Georg Hahn,NA,NA,NA,1,1
Johann Karl Eduard Buschmann,NA,"1,805","1,880",1,1
John  Wheeldon Barnes,NA,"1,825","1,893",1,1
John (1) Cleghorn,NA,NA,NA,1,1
John (1) Collinson,NA,"1,842","1,922",1,1
John (1) Hunt,NA,NA,NA,1,1
John (1) Moore,NA,NA,"1,882",1,1
John (1) Murray,NA,NA,NA,1,1
John (1) Scott,NA,NA,NA,1,1
John (1) Williams,NA,NA,NA,1,1
John (2) Cleghorn,NA,NA,NA,1,1
John (2) Hunt,NA,NA,"1,879",1,1
John (2) Martin,NA,"1,812","1,874",1,1
John (2) Moore,NA,NA,NA,1,1
John (2) Murray,NA,NA,NA,1,1
John (2) Scott,NA,"1,817","1,890",1,1
John (2) Williams,NA,"1,792","1,858",1,1
John Alcard,NA,NA,NA,,3
John Alfred Lush,NA,"1,815","1,888",1,1
John Allen,NA,NA,NA,,3
John Allen Brown,NA,"1,831","1,903",1,1
John Anderson,NA,NA,NA,1,1
John Arch,1,NA,NA,,3
John Ashbury,NA,NA,NA,1,1
John Atcherley,NA,NA,NA,1,1
John B Fletcher,NA,NA,NA,1,1
John B Pease,1,NA,NA,,3
John B Whitehead,NA,NA,NA,1,1
John Bagehot,NA,NA,NA,1,1
John Bailey,NA,NA,NA,1,1
John Bailey (2),NA,NA,NA,1,1
John Baker,NA,"1,813","1,872",1,1
John Baker Hopkins,NA,"1,830","1,888",1,1
John Banim,NA,NA,NA,,3
John Bannister,NA,NA,NA,1,1
John Barclay,1,NA,NA,,2
John Barton Hack,1,NA,NA,,3
John Baynes,1,NA,NA,,3
John Beaumont,1,NA,NA,,3
John Bell,1,NA,NA,,3
John Bell (2),NA,"1,811","1,895",1,1
John Bellerby,NA,NA,NA,,3
John Benn Ormathwaite,NA,"1,798","1,881",1,1
John Bennett,NA,"1,814","1,897",1,1
John Beswick Perrin,NA,NA,"1,887",1,1
John Bilderbeck,NA,NA,NA,1,1
John Bowring,NA,"1,792","1,872",1,1
John Briggs,NA,"1,785","1,875",1,1
John Brinton,NA,"1,827","1,914",1,1
John Brown,NA,"1,801","1,879",1,1
John Budge,NA,NA,NA,,3
John Burford Carlill,NA,"1,814","1,874",1,1
John Burgess,NA,NA,NA,,3
John Burnett,NA,NA,NA,,3
John C Isaac,1,NA,NA,,3
John Calman,NA,NA,NA,1,1
John Camden Hotten,NA,"1,832","1,873",1,1
John Candlish,NA,NA,NA,,3
John Cassell,NA,"1,817","1,865",1,1
John Cavafy,NA,"1,838","1,901",1,1
John Church Backhouse,1,NA,NA,,3
John Clarke,NA,"1,802","1,879",1,1
John Clayton,NA,NA,NA,,3
John Cleland,NA,"1,835",NA,1,1
John Clendinning,NA,NA,NA,1,1
John Colam,NA,"1,827","1,910",1,1
John Congreve,NA,NA,NA,1,1
John Conolly,NA,"1,794","1,866",1,1
John Crawfurd,NA,"1,783","1,868",1,1
John Cropper,1,NA,NA,,3
John Cuthbert,NA,NA,NA,1,1
John D Appleton,1,NA,NA,,3
John D Bassett,1,NA,NA,,3
John Daniel Poole,NA,NA,NA,1,1
John Davidson,NA,NA,NA,1,1
John Dingle,NA,"1,812","1,885",1,1
John Dinham,NA,NA,NA,,3
John Dodshon,1,NA,NA,,3
John Donaldson,NA,"1,845","1,865",1,1
John Downes Owens,NA,"1,809","1,865",1,1
John Drummond,NA,"1,793","1,875",1,1
John E Erichsen,NA,"1,818","1,896",1,1
John E Harvey,NA,NA,"1,879",1,1
John E Smyth,NA,NA,NA,1,1
John E Wilson,1,NA,NA,,3
John Edward Lee,NA,"1,808","1,887",1,1
John Edwards,NA,NA,NA,1,1
John Edwin Mayall,NA,"1,813","1,901",1,1
John Elder,NA,"1,824","1,869",1,1
John Ellerton,NA,"1,840","1,923",1,1
John Ellis,NA,NA,NA,,3
John Elphinstone,NA,NA,"1,854",1,1
John Epps,NA,NA,NA,,3
John Evans,NA,"1,823","1,908",1,1
John F Rutter,1,NA,NA,,3
John Fairbarn,NA,NA,NA,,3
John Fell,1,NA,NA,,3
John Ferguson McLennan,NA,"1,827","1,881",1,1
John Fergusson,NA,NA,NA,1,1
John Fletcher Owen,NA,"1,839","1,924",1,1
John Folhurst,NA,NA,NA,1,1
John Forbes Robertson,NA,NA,NA,1,1
John Ford,1,NA,NA,,3
John Foulger,NA,NA,NA,,3
John Frederick Collingwood,NA,"1,830","1,923",1,1
John Frederick McNair,NA,"1,828","1,910",1,1
John Friend,NA,NA,NA,1,1
John Gardiner,NA,"1,814","1,868",1,1
John Gardner Wilkinson,NA,"1,797","1,875",1,1
John Garrett,NA,NA,NA,,3
John Gayner,1,NA,NA,,3
John George Clunies Ross,NA,"1,823","1,871",1,1
John George Davey,NA,NA,NA,1,1
John George Musgrave,NA,NA,NA,1,1
John George Taylor,NA,NA,NA,1,1
John George Wood,NA,NA,NA,1,1
John Gillett,1,NA,NA,,3
John Good,1,NA,NA,,3
John Gould,NA,"1,804","1,881",1,1
John Grattan,NA,NA,NA,1,1
John Gray Macfarlane,NA,NA,NA,1,1
John Grayling,NA,NA,NA,1,1
John Green,1,NA,NA,,3
John Griffith,NA,NA,NA,1,1
John Grover,NA,NA,NA,1,1
John Gunn,NA,"1,801","1,890",1,1
John Gurney,1,NA,NA,,3
John Halcro,NA,NA,NA,,3
John Hall,NA,NA,NA,,3
John Hamilton,1,NA,NA,,2
John Harcourt Brown,NA,NA,NA,1,1
John Harford,1,NA,NA,,3
John Harford (2),NA,NA,NA,,3
John Harlock,1,NA,NA,,3
John Harris,NA,NA,NA,,3
John Harvey,NA,NA,NA,1,1
John Hastings,NA,NA,NA,1,1
John Hawley Glover,NA,"1,829","1,885",1,1
John Hay,NA,NA,NA,1,1
John Heaton,NA,"1,818","1,897",1,1
John Henry Biddles,NA,"1,821","1,903",1,1
John Henry Challis,NA,"1,806","1,880",1,1
John Henry Gurney,1,"1,819","1,890",1,1
John Henry Rivett-Carnac,NA,"1,839","1,923",1,1
John Herschell,NA,NA,NA,,3
John Hillier Blount,NA,"1,822","1,866",1,1
John Hills,1,NA,NA,,3
John Hodgkin,1,NA,NA,,3
John Horniman,1,NA,NA,,3
John Huntley,1,NA,NA,,3
John Inglis,NA,"1,808","1,891",1,1
John Ivatt Briscoe,NA,NA,NA,,3
John James,1,NA,NA,,3
John James Stulz,NA,NA,NA,,3
John James Sturtz,NA,NA,NA,,3
John James Sturz,NA,"1,800","1,877",1,1
John Jarold,NA,NA,NA,,3
John Jarratt,NA,NA,NA,1,1
John Jones,NA,NA,NA,1,1
John Joseph Shillinglaw,NA,"1,831","1,905",1,1
John Jowett,1,NA,NA,,3
John Jun Dickinson,NA,"1,782","1,869",1,1
John Jun Jowett,1,NA,NA,,3
John Jun Williams,1,NA,NA,,3
John King,1,NA,NA,,3
John King Watts,NA,"1,808","1,884",1,1
John Kitching,1,NA,NA,,3
John Lancaster,NA,"1,815","1,884",1,1
John Langdon H Down,NA,"1,828","1,896",1,1
John Lawrence,NA,NA,NA,1,1
John Lee,1,NA,NA,,3
John Lee (2),NA,"1,783","1,866",1,1
John Leigh Wilson,NA,"1,837","1,886",1,1
John Lister,NA,"1,802","1,867",1,1
John Lister Foster,NA,NA,NA,,3
John Lubbock,NA,"1,834","1,913",1,1
John M  (or H ) Middleton,NA,NA,NA,1,1
John M Albright,1,NA,NA,,3
John M Candler,1,NA,NA,,3
John Macartney,NA,NA,NA,1,1
John Mackenzie,NA,NA,NA,1,1
John Magens Mello,NA,"1,836","1,903",1,1
John Marmaduke Stourton,NA,"1,847","1,899",1,1
John Marsh,1,NA,NA,,3
John Mason Hepworth,NA,NA,NA,1,1
John Mayfield,1,NA,NA,,3
John McCormick,NA,NA,NA,1,1
John McDonnell,NA,"1,839","1,879",1,1
John Medd,NA,NA,NA,1,1
John Mill,NA,NA,NA,1,1
John Miller,NA,NA,NA,1,1
John Moody,NA,NA,NA,1,1
John Moore Jeffcott,NA,"1,816","1,892",1,1
John Morgan,NA,NA,NA,1,1
John Morland,1,NA,NA,,3
John Morris,NA,"1,823","1,905",1,1
John Morrison,1,NA,NA,,3
John Mortimer,NA,NA,"1,871",1,1
John Murray,NA,"1,808","1,892",1,1
John Nottingham,NA,"1,810","1,895",1,1
John O'Connell Byrne,NA,NA,NA,1,1
John Olliver,NA,NA,NA,,3
John Parnell,NA,NA,NA,1,1
John Payne Collier,NA,"1,789","1,883",1,1
John Pease,1,NA,NA,,3
John Peede Segrave Carington Nicholson,NA,NA,NA,1,1
John Peiser,NA,"1,801","1,886",1,1
John Peter Boileau,NA,"1,794","1,869",1,1
John Peter Gassiot,NA,"1,797","1,877",1,1
John Plant,NA,NA,NA,1,1
John Platts,NA,"1,830","1,904",1,1
John Priestman,1,NA,NA,,3
John Pryor,1,NA,NA,,3
John R Seekings,1,NA,NA,,3
John Radcliffe,NA,NA,NA,1,1
John Ramsay,NA,"1,814","1,892",1,1
John Rand,NA,NA,NA,,3
John Richmond Cuthbert,NA,NA,"1,901",1,1
John Rickman,1,NA,NA,,3
John Robbins,NA,NA,NA,1,1
John Robert Mortimer,NA,"1,825","1,911",1,1
John Rogers,NA,NA,NA,1,1
John Ross,1,NA,NA,1,1
John Rowntree,1,NA,NA,,3
John Ruskin,NA,"1,819","1,900",1,1
John Ryan,NA,NA,NA,1,1
John S Beale,NA,NA,NA,1,1
John S Mayson,NA,"1,825",NA,1,1
John S Rowntree,1,NA,NA,,3
John S Shewell,NA,NA,NA,,3
John Sanderson,1,NA,NA,,3
John Saunders,NA,NA,NA,,3
John Scouler,NA,"1,804","1,871",1,1
John Sherrard Coleman,NA,"1,828","1,905",1,1
John Shortt,NA,"1,822","1,889",1,1
John Smith,NA,NA,NA,1,1
John Smith Burke,NA,NA,"1,868",1,1
John Spencer Noldwritt,NA,NA,NA,1,1
John Stanley,NA,"1,827","1,903",1,1
John Stansfield,1,NA,NA,,3
John Stanton,NA,NA,NA,1,1
John Stevens,1,NA,NA,,3
John Stevenson,NA,"1,836","1,865",1,1
John Stirling,NA,"1,828","1,870",1,1
John Stone,NA,NA,NA,,3
John Stothert Bartrum,NA,"1,817","1,904",1,1
John Strachan,NA,NA,NA,1,1
John T Grace,NA,NA,NA,,3
John T Shewell,1,NA,NA,,3
John Taylor,NA,"1,833","1,912",1,1
John Tennant,NA,"1,796","1,878",1,1
John Thomas Barry,1,NA,NA,,3
John Thomson,NA,"1,837","1,921",1,1
John Thrupp,NA,"1,817","1,870",1,1
John Thurnam,NA,"1,810","1,873",1,1
John Tolhurst,NA,NA,NA,1,1
John Towers,NA,NA,NA,1,1
John Turner,NA,NA,NA,1,1
John Twiner,NA,NA,NA,1,1
John Underwood,NA,NA,NA,1,1
John Ussher,NA,NA,NA,1,1
John W Wilkins,NA,NA,NA,1,1
John Wadge,1,NA,NA,,3
John Warner,1,NA,NA,,3
John Washington,NA,NA,NA,,3
John Waterhouse,NA,NA,NA,1,1
John Webster,NA,NA,"1,878",1,1
John Whiting,1,NA,NA,,3
John Wiblin,1,NA,NA,,3
John Wickham Flower,NA,"1,807","1,873",1,1
John Wilkins Williams,NA,NA,NA,1,1
John William Studart,NA,NA,NA,1,1
John William Willoughby Osborne,NA,"1,833","1,881",1,1
John Williams,NA,NA,NA,,3
John Young,NA,NA,NA,,3
John Zachariah Laurence,NA,"1,829","1,870",1,1
John jun Cock,NA,NA,NA,1,1
John jun Dickinson,NA,NA,NA,1,1
John jun Smyth,NA,NA,NA,1,1
John junr De Horne,NA,NA,NA,1,1
Johnson Club,,,,,
Jonas B Hewitt,NA,NA,NA,1,1
Jonas Daniel Vaughan,NA,"1,825","1,891",1,1
Jonathan Backhouse,1,NA,NA,,3
Jonathan Barrett,1,NA,NA,,3
Jonathan Burtt,1,NA,NA,,3
Jonathan Gillett,1,NA,NA,,3
Jonathan Hutchinson,1,"1,828","1,913",1,1
Jonathan Rees,1,NA,NA,,3
Jonathan Rigg,NA,NA,NA,1,1
Jonathan S Pidgeon,NA,NA,NA,1,1
Jonathan Sparrow Crowley,NA,"1,826","1,888",1,1
Jonathan Thorpe,NA,NA,NA,,3
Jonathan W Elmes,NA,NA,NA,1,1
Jonathan Walker,1,NA,NA,,3
Jones Lamprey,NA,"1,824","1,900",1,1
Josef Anton Maximilian Perty,NA,"1,804","1,884",1,1
Josef Hyrtl,NA,"1,810","1,894",1,1
Joseph Agnew,NA,NA,NA,1,1
Joseph Anderson,NA,"1,832","1,916",1,1
Joseph Armistead,1,NA,NA,,3
Joseph B Braithwaite,1,NA,NA,,3
Joseph Bosworth,NA,"1,788","1,876",1,1
Joseph Cash,1,NA,NA,,3
Joseph Charles King,NA,NA,NA,1,1
Joseph Clark,1,NA,NA,,3
Joseph Clarke,NA,NA,NA,,3
Joseph Cooper,1,NA,NA,,3
Joseph Crosfield,1,NA,NA,,3
Joseph Crosland,1,NA,NA,,3
Joseph Eaton,1,NA,NA,,3
Joseph F Spence,1,NA,NA,,3
Joseph Farden,1,NA,NA,,3
Joseph Fletcher,NA,NA,"1,852",1,1
Joseph Gibbens,1,NA,NA,,3
Joseph Gill,NA,NA,NA,1,1
Joseph Gillett,NA,NA,NA,,3
Joseph Hardman Worrall,NA,"1,825","1,889",1,1
Joseph Henry,NA,"1,797","1,878",1,1
Joseph Henry Barr,NA,NA,NA,1,1
Joseph Hooker,NA,"1,817","1,911",1,1
Joseph Hudson,1,NA,NA,,3
Joseph Huntley,1,NA,NA,,3
Joseph Ince,NA,"1,826","1,907",1,1
Joseph J Smith,NA,NA,NA,1,1
Joseph James Forrester,NA,NA,NA,1,1
Joseph Jarvis,NA,NA,NA,,3
Joseph Johnson,NA,NA,NA,,3
Joseph Law,NA,NA,"1,897",1,1
Joseph Legg Postlethwaite,NA,NA,"1,871",1,1
Joseph Leidy,NA,"1,823","1,891",1,1
Joseph Lister,1,"1,827","1,912",1,1
Joseph Mason,NA,NA,NA,1,1
Joseph Mayer,NA,"1,803","1,886",1,1
Joseph Milligan,NA,"1,807","1,884",1,1
